MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleType,SalePrice,GarageAge,PropertyAge,RemodAge
60_20,FV_RL_RH,11000.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,PConc,4,3,1,2,1090.0,1,0.0,0.0,GasA_GasW,3,1,SBrkr,1178.0,0.0,0.0,1,0,1,1,3,3,6,Typ,0,0,Attchd,1,2,3,3,1,0.0,44.0,0.0,0.0,88.0,0.0,0,6,Others,135000.0,31.0,31.0,27.0
Others,FV_RL_RH,9399.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,7,8,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,1,0.0,1,0.0,818.0,GasA_GasW,3,1,SBrkr,818.0,818.0,0.0,0,0,1,1,4,4,7,Typ,1,4,Others,1,1,2,3,0,0.0,0.0,212.0,0.0,0.0,0.0,0,9,Others,167000.0,87.0,87.0,31.0
60_20,Others,7200.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,576.0,GasA_GasW,5,1,SBrkr,864.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,2,1,3,3,1,0.0,0.0,0.0,0.0,115.0,0.0,0,8,Others,105000.0,54.0,56.0,0.0
60_20,FV_RL_RH,10264.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,183.0,4,3,PConc,4,3,3,5,1162.0,1,0.0,426.0,GasA_GasW,5,1,SBrkr,1588.0,0.0,0.0,0,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,158.0,29.0,0.0,0.0,0.0,0.0,0,8,Others,214000.0,7.0,7.0,0.0
60_20,FV_RL_RH,13215.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,112.0,4,3,PConc,4,3,1,6,994.0,1,0.0,426.0,GasA_GasW,5,1,SBrkr,1426.0,488.0,0.0,1,0,2,1,3,4,9,Typ,1,3,BuiltIn,2,3,3,3,1,168.0,127.0,0.0,0.0,0.0,0.0,0,2,Others,279000.0,2.0,2.0,0.0
Others,FV_RL_RH,10530.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,6,6,Others,CompShg,Others,Others,Others,248.0,3,3,Others,3,2,1,5,548.0,1,0.0,127.0,GasA_GasW,3,1,SBrkr,1109.0,766.0,0.0,0,0,3,0,3,4,8,Typ,1,3,Attchd,2,2,3,3,1,48.0,28.0,0.0,0.0,0.0,0.0,0,6,Others,184500.0,31.0,31.0,25.0
Others,Others,6000.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,3,7,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,5,331.0,1,0.0,318.0,GasA_GasW,5,1,SBrkr,679.0,504.0,0.0,0,0,1,1,2,3,6,Typ,0,0,Others,1,1,3,3,1,0.0,176.0,0.0,0.0,0.0,0.0,0,6,Others,120000.0,26.0,59.0,54.0
60_20,FV_RL_RH,7703.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,6,Others,CompShg,Others,Others,Others,0.0,4,4,PConc,4,4,1,6,52.0,3,364.0,400.0,GasA_GasW,5,1,SBrkr,833.0,897.0,0.0,0,0,2,1,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,0.0,91.0,0.0,0.0,168.0,0.0,0,11,Others,171500.0,17.0,17.0,0.0
Others,FV_RL_RH,4251.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,625.0,GasA_GasW,5,1,SBrkr,625.0,625.0,0.0,0,0,2,1,2,4,5,Typ,0,0,Others,2,2,3,3,1,0.0,54.0,0.0,0.0,0.0,0.0,0,6,New,164700.0,1.0,1.0,1.0
60_20,FV_RL_RH,12128.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,4,Others,CompShg,Others,Others,Others,232.0,4,3,Others,4,3,1,5,549.0,1,0.0,319.0,GasA_GasW,5,1,SBrkr,1313.0,1246.0,0.0,0,0,2,1,4,5,9,Typ,1,3,Attchd,2,2,3,3,1,0.0,245.0,0.0,0.0,168.0,0.0,0,11,Others,209000.0,17.0,17.0,0.0
120,Others,3072.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,18.0,4,3,PConc,4,3,1,6,1059.0,1,0.0,306.0,GasA_GasW,5,1,SBrkr,1548.0,0.0,0.0,1,0,2,0,2,4,7,Typ,1,3,Attchd,3,2,3,3,1,143.0,20.0,0.0,0.0,0.0,0.0,0,9,Others,225000.0,2.0,2.0,0.0
Others,FV_RL_RH,8410.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,Others,5,3,Others,CompShg,Others,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,658.0,GasA_GasW,3,1,SBrkr,658.0,526.0,0.0,0,0,1,0,5,3,8,Typ,0,0,Others,0,0,0,0,0,0.0,151.0,0.0,0.0,0.0,0.0,0,5,Others,81000.0,0.0,96.0,86.0
60_20,FV_RL_RH,15218.0,1,3,Others,UpperQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,5,4,1,6,1562.0,1,0.0,108.0,GasA_GasW,5,1,SBrkr,1670.0,0.0,0.0,1,0,2,1,2,4,6,Typ,1,4,Attchd,2,3,3,3,1,0.0,240.0,200.0,0.0,0.0,0.0,0,9,New,336820.0,0.0,0.0,0.0
60_20,FV_RL_RH,14364.0,1,3,HLS_Low,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,128.0,4,3,Others,4,3,4,6,1065.0,1,0.0,92.0,GasA_GasW,5,1,SBrkr,1180.0,882.0,0.0,1,0,2,1,3,3,7,Typ,1,4,Attchd,3,2,3,3,1,60.0,55.0,0.0,0.0,154.0,0.0,0,4,Others,277000.0,19.0,19.0,1.0
60_20,FV_RL_RH,8680.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,894.0,GasA_GasW,3,1,SBrkr,894.0,0.0,0.0,0,0,1,0,3,3,5,Typ,0,0,Others,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Others,117600.0,42.0,47.0,0.0
Others,FV_RL_RH,9600.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,6,8,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,4,Others,3,3,1,4,120.0,1,0.0,736.0,GasA_GasW,5,1,SBrkr,1112.0,556.0,0.0,0,0,1,1,3,3,6,Others,0,0,Attchd,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Others,140000.0,59.0,59.0,55.0
60_20,FV_RL_RH,11778.0,1,4,Others,Others,PosA_PosN_RRNn,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,402.0,5,3,PConc,5,3,3,6,1153.0,1,0.0,598.0,GasA_GasW,5,1,SBrkr,1766.0,0.0,0.0,1,0,2,1,3,5,8,Typ,2,4,Attchd,3,3,3,3,1,216.0,36.0,0.0,0.0,0.0,0.0,0,12,New,395039.0,0.0,0.0,0.0
60_20,FV_RL_RH,15810.0,1,3,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,Others,4,3,1,1,0.0,1,0.0,768.0,GasA_GasW,5,1,SBrkr,768.0,728.0,0.0,0,0,3,0,3,4,7,Typ,0,0,Attchd,1,2,3,3,1,100.0,0.0,0.0,0.0,0.0,0.0,0,5,New,181755.0,0.0,0.0,0.0
60_20,FV_RL_RH,11024.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,118.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1400.0,GasA_GasW,5,1,SBrkr,1400.0,0.0,0.0,0,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,144.0,55.0,0.0,0.0,0.0,0.0,0,10,New,186800.0,1.0,1.0,1.0
60_20,FV_RL_RH,8970.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,5,388.0,1,0.0,356.0,GasA_GasW,3,1,SBrkr,825.0,1315.0,0.0,0,0,2,1,4,3,7,Typ,1,3,Attchd,3,2,3,3,1,0.0,40.0,264.0,0.0,0.0,0.0,0,6,Others,177500.0,44.0,44.0,0.0
Others,FV_RL_RH,10800.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,656.0,GasA_GasW,3,1,SBrkr,968.0,0.0,0.0,0,0,2,0,4,3,5,Typ,0,0,Others,1,1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,64500.0,79.0,80.0,80.0
120,FV_RL_RH,4835.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,5,3,3,6,1298.0,1,0.0,190.0,GasA_GasW,5,1,SBrkr,1488.0,0.0,0.0,1,0,2,0,2,4,6,Typ,1,4,Attchd,3,2,3,3,1,168.0,50.0,0.0,0.0,0.0,0.0,0,3,Others,260000.0,6.0,6.0,1.0
60_20,FV_RL_RH,3710.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,16.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1266.0,GasA_GasW,5,1,SBrkr,1266.0,0.0,0.0,0,0,2,0,2,4,6,Typ,1,4,Attchd,3,2,3,3,1,100.0,16.0,0.0,0.0,0.0,0.0,0,8,New,185485.0,0.0,0.0,0.0
Others,Others,6120.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,4,209.0,1,0.0,506.0,GasA_GasW,3,1,Others,875.0,0.0,0.0,1,0,1,0,2,3,5,Typ,0,0,Others,1,1,2,3,1,48.0,0.0,0.0,0.0,0.0,0.0,0,11,Others,105000.0,78.0,78.0,62.0
Others,FV_RL_RH,9600.0,1,4,Others,UpperQuan,Others,Norm,1Fam_TwnhsE,Others,6,7,Hip,CompShg,Others,Others,Others,360.0,4,4,Others,3,3,1,1,0.0,1,0.0,528.0,GasA_GasW,5,1,SBrkr,1094.0,761.0,0.0,0,0,2,1,3,3,7,Typ,1,3,Attchd,2,2,3,3,1,113.0,100.0,0.0,0.0,0.0,0.0,0,8,Others,187000.0,31.0,31.0,18.0
60_20,FV_RL_RH,14145.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,7,Others,CompShg,Others,Others,Others,0.0,4,3,Others,4,3,2,5,213.0,1,0.0,995.0,GasA_GasW,5,1,SBrkr,1621.0,0.0,0.0,1,0,2,0,3,4,8,Typ,0,0,Attchd,2,2,3,3,1,108.0,45.0,0.0,0.0,0.0,0.0,0,5,Others,202500.0,22.0,22.0,14.0
60_20,FV_RL_RH,9926.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,210.0,4,3,PConc,4,3,2,6,1178.0,1,0.0,436.0,GasA_GasW,5,1,SBrkr,1614.0,0.0,0.0,1,0,2,0,3,4,7,Typ,0,0,Attchd,2,3,3,3,1,100.0,38.0,0.0,0.0,0.0,0.0,0,5,Others,245700.0,2.0,2.0,1.0
Others,FV_RL_RH,8012.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,630.0,GasA_GasW,5,1,SBrkr,630.0,636.0,0.0,0,0,1,1,2,3,5,Typ,2,3,Attchd,2,1,3,3,1,340.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,128000.0,27.0,27.0,0.0
60_20,FV_RL_RH,10240.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,178.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1030.0,GasA_GasW,4,1,SBrkr,1038.0,1060.0,0.0,0,0,2,1,3,5,8,Typ,1,4,Attchd,2,3,3,3,1,192.0,52.0,0.0,0.0,0.0,0.0,0,3,Others,275500.0,1.0,1.0,0.0
60_20,FV_RL_RH,10762.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,344.0,4,3,PConc,4,3,1,6,694.0,1,0.0,284.0,GasA_GasW,5,1,SBrkr,1005.0,978.0,0.0,0,0,2,1,3,4,9,Typ,1,3,Attchd,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,225000.0,10.0,10.0,0.0
Others,FV_RL_RH,8000.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,3,6,433.0,3,95.0,0.0,GasA_GasW,3,1,SBrkr,1183.0,0.0,0.0,1,0,1,0,3,3,6,Typ,0,0,Attchd,2,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,138000.0,50.0,50.0,0.0
Others,Others,1680.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,6,5,Others,CompShg,Others,VinylSd_CemntBd_Stone_ImStucc,Others,381.0,3,3,Others,3,3,1,1,0.0,1,0.0,525.0,GasA_GasW,3,1,SBrkr,525.0,567.0,0.0,0,0,1,1,3,3,6,Typ,0,0,Others,1,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Others,88000.0,39.0,39.0,0.0
60_20,FV_RL_RH,13693.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,772.0,5,3,PConc,4,3,3,1,0.0,1,0.0,2153.0,GasA_GasW,5,1,SBrkr,2069.0,574.0,0.0,0,0,2,1,3,5,9,Typ,1,4,BuiltIn,3,3,3,3,1,414.0,84.0,0.0,0.0,0.0,0.0,0,3,Others,380000.0,1.0,1.0,0.0
60_20,FV_RL_RH,10625.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,292.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1660.0,GasA_GasW,5,1,SBrkr,1660.0,0.0,0.0,0,0,2,0,3,4,7,Typ,1,4,Attchd,3,3,3,3,1,133.0,120.0,0.0,0.0,0.0,0.0,0,6,Others,256000.0,1.0,1.0,0.0
60_20,FV_RL_RH,7200.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,2,4,234.0,3,486.0,180.0,GasA_GasW,3,1,SBrkr,900.0,0.0,0.0,0,1,1,0,3,4,5,Typ,0,0,Others,1,2,3,3,1,222.0,32.0,0.0,0.0,0.0,0.0,0,5,Others,134800.0,5.0,59.0,49.0
Others,Others,1612.0,1,4,Others,Others,Norm,Norm,Others,1Story_2Story,6,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,1,1,0.0,1,0.0,561.0,GasA_GasW,3,1,SBrkr,561.0,668.0,0.0,0,0,1,1,2,3,5,Typ,1,3,Attchd,3,2,3,3,1,154.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,121000.0,29.0,29.0,0.0
60_20,FV_RL_RH,10207.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,874.0,GasA_GasW,5,1,SBrkr,874.0,887.0,0.0,0,0,3,0,3,4,7,Typ,0,0,Attchd,3,2,3,3,1,144.0,105.0,0.0,0.0,0.0,0.0,0,8,New,227875.0,0.0,0.0,0.0
60_20,FV_RL_RH,10475.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,72.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1694.0,GasA_GasW,5,1,SBrkr,1694.0,0.0,0.0,0,0,2,0,3,4,7,Typ,0,0,Attchd,2,3,3,3,1,160.0,33.0,0.0,0.0,0.0,0.0,0,2,Others,245350.0,2.0,2.0,0.0
Others,Others,5976.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,5,7,Hip,CompShg,Others,Others,Others,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,624.0,GasA_GasW,4,0,Others,624.0,624.0,0.0,0,0,2,0,2,3,8,Typ,0,0,Others,0,0,0,0,0,0.0,130.0,256.0,0.0,0.0,0.0,0,12,Others,93500.0,0.0,86.0,30.0
Others,FV_RL_RH,10625.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,108.0,1,0.0,350.0,GasA_GasW,2,0,SBrkr,835.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,1,1,2,3,1,0.0,0.0,77.0,0.0,0.0,0.0,0,5,Others,83000.0,90.0,90.0,30.0
60_20,FV_RL_RH,53107.0,1,2,HLS_Low,UpperQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,4,3,3,6,985.0,1,0.0,595.0,GasA_GasW,5,1,SBrkr,1079.0,874.0,0.0,1,0,2,1,3,4,9,Typ,2,2,Attchd,3,2,3,3,1,216.0,231.0,0.0,0.0,0.0,0.0,0,6,Others,240000.0,15.0,15.0,0.0
Others,Others,5680.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,5,4,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,592.0,GasA_GasW,3,0,Others,933.0,240.0,0.0,0,0,2,0,3,3,7,Typ,0,0,Others,1,1,3,2,1,0.0,25.0,77.0,0.0,0.0,0.0,0,9,Others,113000.0,87.0,106.0,49.0
60_20,FV_RL_RH,12400.0,1,3,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,7,Hip,CompShg,Others,Others,Others,176.0,3,3,Others,3,2,1,3,585.0,1,0.0,630.0,GasA_GasW,3,1,Others,1215.0,0.0,0.0,0,0,1,0,3,3,6,Typ,0,0,Attchd,1,1,3,3,1,0.0,0.0,0.0,0.0,234.0,0.0,0,6,Others,155000.0,51.0,51.0,40.0
60_20,FV_RL_RH,6768.0,1,3,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,8,Hip,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,2,6,832.0,1,0.0,80.0,GasA_GasW,4,1,SBrkr,912.0,0.0,0.0,1,1,1,0,3,4,5,Typ,0,0,Others,1,1,3,3,1,168.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,142000.0,46.0,47.0,35.0
Others,Others,6000.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,7,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,3,3,1,1,0.0,1,0.0,884.0,GasA_GasW,4,1,SBrkr,904.0,0.0,0.0,0,0,1,0,2,3,4,Typ,0,0,Others,1,1,3,3,1,0.0,0.0,105.0,0.0,0.0,0.0,0,1,Others,119000.0,83.0,83.0,78.0
Others,FV_RL_RH,12508.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,6,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,Others,4,3,2,5,660.0,1,0.0,323.0,GasA_GasW,5,1,SBrkr,983.0,767.0,0.0,1,0,2,0,4,3,7,Others,0,0,Attchd,1,1,3,3,1,245.0,0.0,156.0,0.0,0.0,0.0,0,7,Others,160000.0,19.0,68.0,45.0
60_20,FV_RL_RH,7415.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,3,3,1,6,759.0,1,0.0,80.0,GasA_GasW,5,1,SBrkr,864.0,729.0,0.0,1,0,2,1,3,3,8,Typ,1,3,Attchd,3,2,3,3,1,100.0,75.0,0.0,0.0,0.0,0.0,0,4,Others,193000.0,4.0,4.0,0.0
60_20,FV_RL_RH,11762.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,309.0,4,3,PConc,5,3,1,6,335.0,1,0.0,770.0,GasA_GasW,5,1,SBrkr,1105.0,1097.0,0.0,1,0,2,1,4,4,9,Typ,1,3,Attchd,2,2,3,3,1,0.0,65.0,0.0,0.0,144.0,0.0,0,9,Others,263000.0,15.0,15.0,1.0
60_20,FV_RL_RH,8767.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1286.0,GasA_GasW,5,1,SBrkr,1310.0,0.0,0.0,0,0,2,0,3,4,6,Typ,1,4,Attchd,3,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,New,164990.0,1.0,1.0,0.0
60_20,FV_RL_RH,8190.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,6,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,732.0,1,0.0,216.0,GasA_GasW,5,1,SBrkr,948.0,0.0,0.0,1,0,1,0,3,3,5,Typ,1,3,Others,1,1,3,3,1,0.0,36.0,0.0,0.0,0.0,0.0,0,10,Others,119000.0,51.0,53.0,0.0
60_20,FV_RL_RH,7500.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1348.0,GasA_GasW,5,1,SBrkr,1448.0,0.0,0.0,0,0,2,0,2,4,6,Typ,1,4,Attchd,2,2,3,3,1,0.0,140.0,0.0,0.0,0.0,0.0,0,6,Others,238500.0,3.0,3.0,1.0
60_20,FV_RL_RH,70761.0,1,3,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,WdShngl,Others,Others,Others,0.0,3,3,Others,4,3,4,5,655.0,1,0.0,878.0,GasA_GasW,3,1,SBrkr,1533.0,0.0,0.0,1,0,2,0,2,4,5,Typ,2,3,Attchd,1,2,3,3,1,200.0,54.0,0.0,0.0,0.0,0.0,0,12,Others,280000.0,31.0,31.0,0.0
120,FV_RL_RH,3784.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,36.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1451.0,GasA_GasW,5,1,SBrkr,1565.0,0.0,0.0,1,0,2,0,2,4,5,Typ,0,0,Attchd,3,2,3,3,1,0.0,120.0,0.0,0.0,0.0,0.0,0,2,New,193800.0,1.0,1.0,1.0
120,Others,4224.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,3,3,PConc,4,3,1,6,840.0,1,0.0,200.0,GasA_GasW,3,1,SBrkr,1060.0,0.0,0.0,1,0,1,0,3,3,6,Typ,1,3,Attchd,1,2,3,3,1,100.0,110.0,0.0,0.0,0.0,0.0,0,6,Others,129900.0,31.0,31.0,0.0
60_20,FV_RL_RH,9245.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,4,3,1,6,686.0,1,0.0,304.0,GasA_GasW,5,1,SBrkr,990.0,0.0,0.0,0,1,1,0,3,3,5,Typ,0,0,Others,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,Others,145000.0,12.0,14.0,1.0
